code,name,r,g,b
BB 5074,Moon water,140,186,232
BB 5075,By the lakeside,116,168,216
BB 5076,Sunbirds flit past,76,140,209
BB 5077,A drink of water,55,117,191
BB 5078,Tranquil pools,0,102,169
BB 5079,Cobalt dreams,43,100,160
BB 5080,Snowed in,202,219,233
BB 5081,Winter Eden,193,219,241
BB 5082,Ballroom in Goa,170,197,224
BB 5083,Betty blue eyes,155,190,230
BB 5084,Reading in the dark,92,156,214
BB 5085,Inkwell blue,1,113,182
BB 5086,Dear diary,15,94,155
BB 5087,Perfectly honest,47,83,137
BB 5088,One day I will,187,210,225
BB 5089,Modest blue,178,209,234
BB 5090,Easy hope,146,201,235
BB 5091,Bottle fly blue,103,178,222
BB 5092,Song by the window,58,166,212
BB 5093,Fish float past,30,142,192
BB 5094,Too cool for school,0,123,188
BB 5095,Otherworldly blue,16,107,157
BB 5096,Notting hill,203,221,233
BB 5097,Moon blue,187,212,227
BB 5098,Unnamed haiku,162,198,229
BB 5099,Dream a little dream,132,178,210
BB 5100,Forget-me-nots,109,155,196
BB 5101,Champas at mid-night,80,111,146
BB 5102,A slice of river,42,80,121
BB 5103,Will it rain?,56,66,89
BB 5104,Harps in heaven,215,229,237
BB 5105,Zanskar ice,193,216,235
BB 5106,Sea of stories,167,191,208
BB 5107,Ink drops in water,132,163,189
BB 5108,Tiles in Porto,104,144,176
BB 5109,Letters from home,71,129,171
BB 5110,Pond pebbles,81,120,157
BB 5111,Salvador do Mundo,62,100,145
BB 5112,Yesterday's dream,188,204,225
BB 5113,Diana's eyes,177,197,222
BB 5114,Road trip to Nilgiris,145,175,205
BB 5115,Hope,134,163,193
BB 5116,Drooping orchids,110,144,179
BB 5117,Fairly conservative,86,120,154
BB 5118,Kingfisher in the garden,57,92,139
BB 5119,A cup of storm cloud,60,84,112
BB 5120,Zagreb skies,212,225,237
BB 5121,Postcard from Nainital,182,206,229
BB 5122,Midnight jazz,170,202,236
BB 5123,Comfort zone,111,154,192
BB 5124,Ferry to Panjim,86,126,173
BB 5125,Before night comes,49,86,123
BB 5126,Swimming elephants,63,89,122
BB 5127,Closed windows,54,79,107
BB 5128,Birdsong follows,226,233,243
BB 5129,Cold winter kiss,209,216,231
BB 5130,First rain,177,194,213
BB 5131,Mornings at Ulsoor,168,182,200
BB 5132,Grey silk,140,158,184
BB 5133,A silent movie star,106,137,174
BB 5134,A day off,59,104,145
BB 5135,Clean uniforms,56,82,118
BB 5136,Ceramic heart,208,215,225
BB 5137,View from the dock,182,204,223
BB 5138,Imaginary ice cream,178,196,216
BB 5139,South Bombay summer,174,191,208
BB 5140,Bitter moon,153,170,189
BB 5141,Blue smoke,124,148,167
BB 5142,Poem from Japan,89,114,130
BB 5143,Ozzy's lyrics,73,90,104
BB 5144,Silvery blue,212,229,236
BB 5145,Winter stalactite,177,200,214
BB 5146,Old novel,144,177,195
BB 5147,Sweater weather,120,157,177
BB 5148,Softened blow,103,142,160
BB 5149,Old jeans new songs,83,117,135
BB 5150,Slate blue,66,84,106
BB 5151,A stormy forecast,69,80,86
BB 5152,Frosty blue,198,215,229
BB 5153,Poem no. 3,166,197,216
BB 5154,Pike fishing,143,185,208
BB 5155,Blue cloud,127,173,197
BB 5156,Church steeple,95,156,186
BB 5157,Jazz evenings,81,138,170
BB 5158,The middle of the ocean,48,102,131
BB 5159,Blue velvet,53,100,128
BB 5160,Morning people,200,222,238
BB 5161,Joanna's favourite,185,212,229
BB 5162,Songs that bring rain,151,194,211
BB 5163,Forgiven is forgotten,121,170,197
BB 5164,Turkish summer,85,141,176
BB 5165,TGIF,59,119,153
BB 5166,A bucketful of sky,26,95,133
BB 5167,Peacocks in the wild,59,82,101
BB 5168,Clean blue,188,219,235
BB 5169,Wonder,162,209,234
BB 5170,Reynolds number,122,189,223
BB 5171,Stained glass,97,172,207
BB 5172,Blue eyed boy,23,159,205
BB 5173,Rajputana palace,32,139,181
BB 5174,Prussian silk,0,116,160
BB 5175,Peacock's rain dance,15,109,142
BB 5176,Osaka winters,195,220,233
BB 5177,Blizzard blue,168,216,232
BB 5178,Ballroom dancers,158,211,227
BB 5179,Canoe in Palolem,120,188,211
BB 5180,Floating past,89,179,212
BB 5181,Azure blue,55,156,199
BB 5182,Cute aggression,0,138,178
BB 5183,Inland letters,0,116,151
BB 5184,Crystal clear,215,233,239
BB 5185,Monday blues,192,224,235
BB 5186,Aqua fresh,149,200,220
BB 5187,Parra sky,125,196,228
BB 5188,Matisse's dance,99,174,210
BB 5189,A Hollywood gaze,49,159,192
BB 5190,Picasso's blue period,0,143,176
BB 5191,Caribbean blue,0,131,161
BB 5192,Best buddy,174,203,224
BB 5193,A melody,153,185,205
BB 5194,Raw gemstone,156,195,216
BB 5195,Homecoming,86,158,186
BB 5196,Frothy ocean,85,153,183
BB 5197,Modern romance,80,133,156
BB 5198,Oh please Henri,61,106,129
BB 5199,Ink stained fingers,44,87,111
BB 5200,Morning court in Avadh,201,212,223
BB 5201,Midnight supper,184,199,209
BB 5202,River rocks,174,198,210
BB 5203,Sea shells,131,162,172
BB 5204,Washed ashore,124,154,166
BB 5205,Dusk settles,93,123,138
BB 5206,Deers at dawn,75,107,122
BB 5207,Tempered skies,53,94,110
BB 5800,Starry starry night,44,80,105
BB 5801,Old ink new feelings,11,114,162
BB 5802,Cerulean sky,72,159,209
BB 5803,Sapphire stone,58,92,157
BG 6000,A nursery rhyme,198,228,238
BG 6001,Sauteed blue,179,211,223
BG 6002,Fancy blue cheese,131,181,199
BG 6003,Borrowed hope,97,157,172
BG 6004,Dip dyed,47,129,144
BG 6005,Rivers at night,79,122,138
BG 6006,Monsoon poetry,52,95,111
BG 6007,Wild water,44,87,100
BG 6008,Cream blue,203,222,227
BG 6009,Lonely cloud,189,220,227
BG 6010,Highlighted words,165,218,225
BG 6011,Dusk flowers,138,185,194
BG 6012,A long way home,99,162,176
BG 6013,Malabar coast,60,144,160
BG 6014,Blue planet,64,123,147
BG 6015,A drop of the ocean,43,97,121
BG 6016,Water moon,197,226,231
BG 6017,Thoughtful mermaid,153,218,226
BG 6018,Angel blue,128,197,206
BG 6019,Sea view,98,182,195
BG 6020,Bolt out of the blue,113,179,196
BG 6021,Mountain bluebird,15,154,177
BG 6022,Sailing into dawn,0,136,154
BG 6023,Flutter in the mangrove,10,105,123
BG 6024,A quiet longing,180,213,223
BG 6025,Weatherman's tie,154,211,225
BG 6026,My first book,125,194,204
BG 6027,Blue jays would know,85,182,202
BG 6028,Picasso's pottery,39,165,184
BG 6029,Herald the winds,20,149,167
BG 6030,Buddhist prayer,7,112,133
BG 6031,Flapping sails,38,98,113
BG 6032,Jamaican mornings,194,221,225
BG 6033,Aegean blue,172,212,215
BG 6034,Two greeting cards,133,205,211
BG 6035,Jewel sky,76,182,192
BG 6036,Queen's signature,53,163,172
BG 6037,Vivid wishes,0,146,155
BG 6038,Sea weed swim,27,103,110
BG 6039,Secret lives of birds,0,105,120
BG 6040,Wishbone blue,208,218,218
BG 6041,Moonstone grey,188,205,208
BG 6042,Miniature collector,166,185,184
BG 6043,Flowers on the sidewalk,156,182,186
BG 6044,Dusky seas,100,136,143
BG 6045,Midnight swim,87,114,126
BG 6046,Bathing elephants,78,106,116
BG 6047,"Oh yes, why not",69,96,102
BG 6048,Whalebone white,204,222,222
BG 6049,Ice flecked,179,210,212
BG 6050,Wanderlust,151,184,188
BG 6051,Days are shorter,137,173,176
BG 6052,Bombay velvet,139,169,177
BG 6053,Autumn sky,106,144,150
BG 6054,Heavy sighs,82,127,136
BG 6055,Disappear into sky,60,109,118
BG 6056,Faded letters,212,226,223
BG 6057,Silent valley,214,232,228
BG 6058,Garden by the moonlight,178,202,197
BG 6059,Enlightened,116,146,139
BG 6060,Nicobar trees,95,126,120
BG 6061,Favourite sweater,88,126,127
BG 6062,Mangrove nights,84,128,121
BG 6063,Dream from 1992,42,82,85
BG 6064,Has winter come?,211,228,226
BG 6065,A boat nowhere,189,219,219
BG 6066,Tiny ripples,166,196,192
BG 6067,Silks from Indore,152,193,191
BG 6068,From the window,124,190,186
BG 6069,Sufi poetry,62,146,147
BG 6070,Panjim blue,21,108,114
BG 6071,Impending storm,51,86,93
BG 6072,Soft sigh,222,238,233
BG 6073,Lease of sky,191,223,218
BG 6074,A poet's confusion,149,200,198
BG 6075,A courtesan's favour,117,186,190
BG 6076,Whale song,97,171,180
BG 6077,Dream sequence,84,151,158
BG 6078,Elixir,47,127,131
BG 6079,Enchanted,50,101,101
BG 6080,Puffed clouds,217,238,237
BG 6081,Minty blue,186,225,222
BG 6082,Ethereal blue,154,217,215
BG 6083,Copper green,108,173,179
BG 6084,Vacay in Minicoy,73,153,153
BG 6085,Monarch butterfly,0,155,159
BG 6086,Windsong,0,135,136
BG 6087,Emerald pool,0,117,121
BG 6088,Gulmarg peaks,220,240,238
BG 6089,Whistling schoolboy,183,224,220
BG 6090,Maharani's silks,138,217,206
BG 6091,Softened by rain,121,212,204
BG 6092,Measure of calm,83,175,172
BG 6093,Ridleys by the shore,50,140,135
BG 6094,Bottlefly blue,19,111,111
BG 6095,Sea at midnight,56,82,81
BG 6096,Love language,204,223,224
BG 6097,Freshly laundered,171,215,212
BG 6098,Aha!,162,210,200
BG 6099,Catamaran ride,117,186,181
BG 6100,Skimming water,95,167,160
BG 6101,Havana taxi,71,153,145
BG 6102,Ripples from a pebble,58,119,114
BG 6103,Forest dusk,39,84,78
BG 6104,Detox,209,228,228
BG 6105,Wrapped in sky,195,224,222
BG 6106,Almost blue,168,201,202
BG 6107,Softened sapphire,140,185,183
BG 6108,Summer sea,82,155,150
BG 6109,Floating seaweed,78,134,129
BG 6110,Sea princess,44,97,99
BG 6111,Backwaters in Kerala,50,93,98
BG 6112,Light moisturiser,217,225,225
BG 6113,Cold shoulder,206,219,215
BG 6114,Ski holiday,186,202,204
BG 6115,Cherish,168,196,193
BG 6116,Songs from the valley,139,166,163
BG 6117,Storm kissed,123,149,146
BG 6118,Melting dark cloud,95,118,114
BG 6119,Alpine green,61,90,89
BG 6120,Cotton sky,199,232,232
BG 6121,Pastel green,173,222,209
BG 6122,Gut feeling,158,203,189
BG 6123,Bobbing boats,127,172,165
BG 6124,Sea secrets,94,155,144
BG 6125,River songs,27,129,114
BG 6126,Chemistry class,52,111,110
BG 6127,Calm ocean,35,89,83
BG 6128,Dearly beloved,205,235,226
BG 6129,Mughal jewels,173,225,214
BG 6130,Cool green,132,215,205
BG 6131,Jasmine's dress,55,192,177
BG 6132,I miss the blue hills,77,180,170
BG 6133,Miramar blue,0,163,143
BG 6134,Old China,0,134,119
BG 6135,Pond bottom,35,110,100
BG 6136,Mermaid green,214,237,229
BG 6137,Decompress,191,229,218
BG 6138,Greek holiday,165,212,201
BG 6139,A plunge in Nicobar,119,192,178
BG 6140,Morjim quarry,75,174,159
BG 6141,A shayar comes back,39,158,136
BG 6142,Perfect dive,33,134,113
BG 6143,Darjeeling tea,52,104,95
BG 6144,Frothy green,207,239,232
BG 6145,Fragile and delicate,199,236,220
BG 6146,Postcards from nowhere,166,230,209
BG 6147,Come away with me,125,212,185
BG 6148,Mint lime juice,98,197,168
BG 6149,Endless summer,0,179,147
BG 6150,Save the planet,0,144,112
BG 6151,Mumbai's mangroves,20,109,90
BG 6152,Sober green,206,238,221
BG 6153,Magical green,144,221,200
BG 6154,Cave pool,112,213,194
BG 6155,Ocean whisper,0,172,145
BG 6156,Faraway hills,38,146,129
BG 6157,Malabar parakeets,0,137,112
BG 6158,Juniper forest,36,121,93
BG 6159,Panchami,40,105,82
BG 6160,Apologetic letters,210,238,229
BG 6161,Lace green,189,234,225
BG 6162,Calming breeze,182,228,217
BG 6163,Heavenly green,149,212,191
BG 6164,Pear salad,124,196,169
BG 6165,Balinese fields,0,155,121
BG 6166,Sea palette,0,127,101
BG 6167,Tribal tattoo,44,90,78
BG 6168,Refreshed,217,240,229
BG 6169,Sea trim,185,230,205
BG 6170,Iceberg salad,191,234,214
BG 6171,January trees,168,215,198
BG 6172,Light and leaf,148,198,181
BG 6173,Tahiti waters,129,212,185
BG 6174,Sea turtle,69,166,148
BG 6175,Drive by the coast,0,140,113
BG 6176,Imagined trees,217,240,223
BG 6177,Iced melon,188,219,201
BG 6178,Outlandish,160,225,203
BG 6179,Kentucky grass,145,195,178
BG 6180,Unlikely oasis,110,168,148
BG 6181,Sound of music,85,137,122
BG 6182,Stolen summer,66,125,102
BG 6183,Leaf kissed,43,94,75
BG 6184,Sea chiffon,213,238,234
BG 6185,Pristine beach,197,227,217
BG 6186,Oceania,167,206,192
BG 6187,Sea moss,133,184,168
BG 6188,Malachite,106,152,135
BG 6189,In the jungle,80,117,110
BG 6190,Pious green,68,104,94
BG 6191,Soulmate,52,81,74
BG 6192,Embroidered stories,212,221,215
BG 6193,Monet's palette,201,214,208
BG 6194,Chalky green,172,197,190
BG 6195,Spruce forest,151,174,164
BG 6196,View from above,105,138,126
BG 6197,Midnight forest,89,104,100
BG 6198,Renaissance green,66,89,76
BG 6199,Old fairy tale,53,84,80
BG 6800,Indian ocean,0,103,120
BG 6801,Saltwater,0,126,149
BG 6802,Filled with dreams,0,163,164
BG 6803,Sea foam green,80,201,177
GG 7000,Irish green,193,234,211
GG 7001,Prim and proper,173,229,193
GG 7002,Glacial green,152,224,188
GG 7003,Sincerely yours,133,208,171
GG 7004,Harlequin green,101,197,144
GG 7005,Savannah grass,66,179,123
GG 7006,Just moved to Goa,79,156,116
GG 7007,Vegetarian lunch,43,114,77
GG 7008,Whims and fancies,208,240,228
GG 7009,Mythic green,173,233,207
GG 7010,Happenstance,115,206,165
GG 7011,Peacock ferns,75,193,158
GG 7012,Caribbean holiday,9,176,130
GG 7013,Eat your greens,0,153,113
GG 7014,Mowed lawns,0,135,96
GG 7015,Madagascar green,47,116,91
GG 7016,Ice green,215,241,219
GG 7017,Solemn green,170,225,197
GG 7018,Early pears,120,198,155
GG 7019,Tropical green,67,177,125
GG 7020,Au naturel,52,159,104
GG 7021,Tea estate green,0,149,97
GG 7022,Farm fresh,59,122,92
GG 7023,Methi green,67,106,87
GG 7024,Lonesome summer,193,213,205
GG 7025,Under the sea,168,208,185
GG 7026,Soothing sage,161,195,168
GG 7027,Forest fairy,145,190,161
GG 7028,Palm beads,138,204,167
GG 7029,Almost there,122,178,140
GG 7030,Plantation summer,83,134,96
GG 7031,Soft emerald,56,114,75
GG 7032,Formerly green,204,217,206
GG 7033,Pale ivy,190,214,205
GG 7034,Deep breath,158,191,174
GG 7035,Cakewalk,126,166,140
GG 7036,Misty forest,115,163,130
GG 7037,Fading spring,94,126,106
GG 7038,Monsoon is over,76,104,77
GG 7039,Torrential,57,90,67
GG 7040,Cloud of mist,227,239,226
GG 7041,Green shades,213,226,215
GG 7042,Tinted glass,212,232,214
GG 7043,Forgotten garden,192,213,196
GG 7044,Inside a pear,162,188,170
GG 7045,Muddy green,120,148,129
GG 7046,Indoor garden,88,119,99
GG 7047,Plant based,72,88,65
GG 7048,Willow green,224,233,227
GG 7049,Washed out,213,223,217
GG 7050,Delicate pea,204,218,208
GG 7051,Musk skin,175,195,184
GG 7052,Green secret,149,166,151
GG 7053,Campsite,126,145,129
GG 7054,Biome,103,120,107
GG 7055,Basil green,86,114,99
GG 7056,Convent green,223,238,222
GG 7057,Green crystals,208,230,214
GG 7058,Misty valleys,195,214,201
GG 7059,Ming vase,175,200,181
GG 7060,Old tea leaf,120,158,132
GG 7061,Gabbar,95,124,107
GG 7062,Coorg monsoon,67,92,76
GG 7063,Deep forest green,71,86,76
GG 7064,Wispy green,226,235,223
GG 7065,Whimsical diary,207,229,209
GG 7066,Menthol fresh,182,220,194
GG 7067,Symmetrical gardens,152,188,154
GG 7068,Ancient alchemy,119,158,126
GG 7069,Moss and stone,106,140,113
GG 7070,Steamed in banana leaf,79,116,89
GG 7071,Crocodile green,53,87,68
GG 7072,Ivy green,196,227,205
GG 7073,Green ripples,170,211,184
GG 7074,Manet's summer,150,203,167
GG 7075,Synergy,135,184,147
GG 7076,Some solace,103,185,141
GG 7077,Daily sitcoms,111,180,129
GG 7078,Fresh cut grass,46,148,85
GG 7079,Rolling meadows,19,121,71
GG 7080,Genteel green,210,227,201
GG 7081,Green reflection,201,228,194
GG 7082,Flushed green,160,221,172
GG 7083,Dappled green,139,209,140
GG 7084,One praying mantis,104,192,113
GG 7085,Soft viridian,49,177,109
GG 7086,Good for you,38,144,93
GG 7087,Under a mango tree,66,107,80
GG 7088,If you say so,217,236,216
GG 7089,Cucumber slices,201,235,203
GG 7090,Claude Monet,182,230,182
GG 7091,Almost autumn,164,198,151
GG 7092,Parakeets love mangoes,121,178,108
GG 7093,Faded leaves,127,172,124
GG 7094,September ends,101,154,107
GG 7095,Indigenous green,58,112,82
GG 7096,Goodbye winter,208,232,198
GG 7097,Garden committee,180,216,146
GG 7098,Lots of pluck,128,191,72
GG 7099,Fresh and lemony,140,176,87
GG 7100,One lemon soda,117,159,90
GG 7101,Green chilli paste,61,154,81
GG 7102,Sauteed spinach,60,128,67
GG 7103,Mango leaf bunting,64,113,74
GG 7104,Tangy inside,220,237,206
GG 7105,Vintage green,212,236,187
GG 7106,Two cockatoos,190,222,137
GG 7107,Tea in the garden,153,212,133
GG 7108,Conservationist green,116,189,88
GG 7109,Hungry caterpillar,98,174,76
GG 7110,Fresh lettuce,76,164,76
GG 7111,Sunlit moss,71,142,81
GG 7112,Tree hugger,221,239,199
GG 7113,Patch of gourds,187,213,157
GG 7114,Peeled green apple,183,225,159
GG 7115,Drooping leaves,148,192,131
GG 7116,City forests,117,163,90
GG 7117,Peace flags,62,145,75
GG 7118,Salad for me,78,132,75
GG 7119,Ready mix green,80,109,83
GG 7120,Green whisper,228,238,213
GG 7121,Cotton fields,211,228,193
GG 7122,Potted plants,182,213,171
GG 7123,Thriving indoors,166,200,146
GG 7124,Wheatgrass shot,136,173,105
GG 7125,Unripe lemons,103,143,89
GG 7126,Thanks for the trees,83,121,79
GG 7127,A terrace garden,59,102,72
GG 7128,Canopy shyness,220,231,207
GG 7129,Cucumber raita,207,224,197
GG 7130,Find your corner,189,206,175
GG 7131,Fern green,168,192,158
GG 7132,Jade Buddha,163,188,141
GG 7133,Ancient banyan,137,162,116
GG 7134,The overstory,97,131,77
GG 7135,Seek the shade,83,111,66
GG 7136,Snow on leaves,232,237,220
GG 7137,Elegant lies,194,203,178
GG 7138,A victorian hangover,188,200,177
GG 7139,Avocado paste,181,206,175
GG 7140,Tender buds,156,174,145
GG 7141,Mehendi leaves,135,156,121
GG 7142,Elf green,112,142,103
GG 7143,Rain soaked green,88,116,77
GG 7144,Softened green,228,234,224
GG 7145,Pale leaf,220,229,214
GG 7146,Almost winter,196,209,192
GG 7147,Reflected leaves,180,199,178
GG 7148,Mountain trail,169,185,168
GG 7149,Green fairy,164,182,161
GG 7150,Jack and the beanstalk,123,142,118
GG 7151,Mary Oliver poem,89,104,85
GG 7152,A cuckoo's call,215,223,202
GG 7153,Country dances,186,194,172
GG 7154,Quiet glen,157,164,141
GG 7155,Everything grew,145,161,129
GG 7156,Tender beanstalk,133,148,115
GG 7157,Below a rock,116,130,102
GG 7158,Road trip,109,118,93
GG 7159,Leaf in a book,89,101,80
GG 7160,Mint kissed,227,234,202
GG 7161,Faux glaze,210,226,191
GG 7162,Old olive trees,185,206,164
GG 7163,Pumpkin seeds,181,206,157
GG 7164,Walk in the woods,159,174,123
GG 7165,Ant on a leaf,142,164,114
GG 7166,The middle of burfis,101,138,71
GG 7167,Paccha manga,95,118,90
GG 7168,Gentle green,230,236,214
GG 7169,With pistachios,209,222,185
GG 7170,Lie in the grass,184,194,150
GG 7171,Crushed cardamon,177,188,137
GG 7172,Flower paste,186,206,128
GG 7173,Dances at spring,158,178,104
GG 7174,Cabbage patch,121,155,76
GG 7175,Crushed moringa,109,145,63
GG 7176,Nap in the forest,236,245,217
GG 7177,Under sunlit leaves,219,242,176
GG 7178,Zingy green,185,222,129
GG 7179,Amla juice,172,213,84
GG 7180,Punchy green,156,201,75
GG 7181,Green apples,119,163,74
GG 7182,Tea tree green,118,148,77
GG 7183,Diced okra,97,126,73
GG 7800,Fresh Ferns,149,211,87
GG 7801,Petrichor,63,144,64
GG 7802,Green thumb,0,147,83
GG 7803,Emerald jewels,46,95,81
YG 8000,Visiting birds,233,240,215
YG 8001,Green light,225,237,189
YG 8002,Green shimmer,211,234,170
YG 8003,Summer meadow,215,232,158
YG 8004,Sprout salad,202,215,107
YG 8005,Energy drink,169,206,96
YG 8006,Green pastures,144,181,87
YG 8007,Clover leaf,108,149,77
YG 8008,Mellow garden,233,239,190
YG 8009,Moss pools,214,232,148
YG 8010,Young shoots,216,226,130
YG 8011,Chlorophyll accent,209,217,100
YG 8012,Caterpillar green,187,219,99
YG 8013,Green pop,178,206,81
YG 8014,Picnic in the meadows,142,172,60
YG 8015,Green peas,121,140,61
YG 8016,Mint ice cream,230,233,220
YG 8017,Avo smoothie,215,220,198
YG 8018,High praise,186,192,165
YG 8019,Nostalgic for spring,188,196,165
YG 8020,Pebble in a pond,145,152,127
YG 8021,Old moss,123,129,90
YG 8022,Beloved's mehendi,113,116,86
YG 8023,Sepoy green,112,113,80
YG 8024,English garden,220,222,196
YG 8025,Farmers market,192,192,163
YG 8026,Scent of lime,182,186,154
YG 8027,Ancient envy,163,164,130
YG 8028,Spanish holiday,141,146,111
YG 8029,Bruised green,142,144,102
YG 8030,Tapenade paste,100,104,73
YG 8031,Tangy pickle oil,101,96,77
YG 8032,Tuberose,229,231,202
YG 8033,Petal green,213,219,184
YG 8034,Forest shadows,206,209,157
YG 8035,Date palm trees,189,194,145
YG 8036,Crushed leaves,171,176,130
YG 8037,A deep breath,157,165,103
YG 8038,Chutney sandwich,139,153,95
YG 8039,Herbs and spices,110,117,70
YG 8040,Agarbattis at dawn,240,242,208
YG 8041,Very victorian,233,235,196
YG 8042,Mint parasol,226,235,175
YG 8043,Baby sunflowers,213,223,135
YG 8044,Moong daal chila,195,201,121
YG 8045,Dried leaves,174,175,97
YG 8046,Plucked pudina,147,151,62
YG 8047,Green velvet,119,127,71
YG 8048,Water nymph,242,236,203
YG 8049,Roses in Ooty,235,228,155
YG 8050,Sun in the clouds,235,230,136
YG 8051,Headlights,218,229,133
YG 8052,Oval maidan,203,222,113
YG 8053,Science experiment,181,212,79
YG 8054,Monsoon in Maharashtra,167,201,79
YG 8055,Five grasshoppers,158,184,77
YG 8056,Top of trees,231,237,190
YG 8057,Young green apples,226,234,164
YG 8058,Early daffodils,220,232,137
YG 8059,Canary song,214,218,99
YG 8060,Kaccha neembu,209,218,81
YG 8061,Early evening lights,192,199,101
YG 8062,Herbal Tea,175,184,107
YG 8063,A fragrant bowlful,128,132,60
YG 8064,Bliss and tranquil,244,245,221
YG 8065,Sylvan shade,221,226,181
YG 8066,Old brooks,208,212,147
YG 8067,Acid green,200,204,73
YG 8068,Springtime in Dehradun,189,195,58
YG 8069,Glowing firefly,181,175,63
YG 8070,Seaweed green,165,161,47
YG 8071,Berries for birds,162,145,64
YG 8072,Half a kilo,230,230,197
YG 8073,Light in the mangrove,217,218,173
YG 8074,Spring fling,212,206,143
YG 8075,Green tea,218,211,144
YG 8076,Stir fry,198,190,112
YG 8077,Avocados are butter fruit,173,166,77
YG 8078,Matcha green,151,145,61
YG 8079,Neem oil,131,133,59
YG 8080,Cotton green,242,243,208
YG 8081,Lemon haze,228,232,166
YG 8082,Pista ice cream,241,235,152
YG 8083,Spring forest,234,220,114
YG 8084,Spotlight,249,237,107
YG 8085,Yellow sparks,222,209,87
YG 8086,Green lemons,217,208,51
YG 8087,Cat eyes,190,179,50
YG 8088,Barfi,250,241,184
YG 8089,Candle in the wind,251,236,149
YG 8090,Cucumber sandwich,245,233,147
YG 8091,Afternoon delight,238,232,118
YG 8092,Bees in spring,238,216,74
YG 8093,Harvest festival,237,218,86
YG 8094,Dipped in henna,207,189,55
YG 8095,Crisp green,174,163,74
YG 8096,Custard sauce,244,236,187
YG 8097,Mosambi juice,243,230,155
YG 8098,Starfruit,228,215,144
YG 8099,Lemon mint green,229,204,111
YG 8100,Yellow olive,226,193,83
YG 8101,Kasundi,213,190,86
YG 8102,Fading moss,216,198,55
YG 8103,Shrek green,192,178,50
YG 8104,Tender jasmine buds,239,233,178
YG 8105,Macaroni,244,233,169
YG 8106,Golden wasp,224,217,133
YG 8107,Extra virgin olive oil,208,196,103
YG 8108,Ginger flowers,201,180,57
YG 8109,Face pack,185,166,66
YG 8110,Wild forest honey,185,158,68
YG 8111,Freshly pound,159,133,60
YG 8112,White lotus,229,219,174
YG 8113,Cane juice,222,216,165
YG 8114,Old river tale,194,192,146
YG 8115,Floating leaf,202,198,139
YG 8116,Rock fish,172,167,131
YG 8117,Wetland green,167,155,91
YG 8118,Forgotten cave,151,144,94
YG 8119,Honeyeaters fly by,144,138,78
YG 8120,Young leaves,217,213,185
YG 8121,Flaxseed gel,199,195,153
YG 8122,Guftagu,180,170,120
YG 8123,We met on Twitter,161,155,116
YG 8124,Olive green,142,135,91
YG 8125,Brine and lime,123,118,78
YG 8126,Birds in the grove,119,118,96
YG 8127,Terrarium,87,89,62
YG 8128,Pale cream,237,234,213
YG 8129,Jaipur rasmalai,233,223,188
YG 8130,Unmet desire,200,187,153
YG 8131,Chilvalry ain't dead,178,165,122
YG 8132,Swamp green,150,140,106
YG 8133,Tapas for dinner,140,133,106
YG 8134,Turtles in the bay,130,121,89
YG 8135,Grimm brothers,105,96,77
YG 8136,Wispy white,237,236,213
YG 8137,Vintage ballet slippers,229,222,197
YG 8138,Sombre mist,216,211,175
YG 8139,Mossy pebbles,210,199,150
YG 8140,Brine green,191,178,125
YG 8141,Baked asparagus,151,143,92
YG 8142,Camouflage,141,130,80
YG 8143,Tree shade,111,103,77
YG 8144,Moonlit walks,245,232,196
YG 8145,Cold rasmalai,237,227,185
YG 8146,Golden tapestry,228,210,155
YG 8147,Sanganeri sunrise,230,211,145
YG 8148,Masumeh's wedding,205,185,125
YG 8149,Soaking sunlight,209,190,120
YG 8150,Too chirpy for me,193,172,105
YG 8151,Crunchy leaves afoot,179,159,102
YG 8800,Brimstone,221,199,50
YG 8801,Sarson ke phool,209,177,46
YG 8802,Sugarcane extract,206,194,53
YG 8803,Raw mango,150,164,68
NN 9000,People magnet,231,219,190
NN 9001,Gilded age,218,208,179
NN 9002,Filigree earrings,214,201,163
NN 9003,Benaras in winter,182,163,122
NN 9004,Hazelwood,176,155,114
NN 9005,Middle of a nap,153,136,103
NN 9006,Trees tend to listen,129,114,83
NN 9007,Olives in brine,106,94,61
NN 9008,Gluten free,228,222,199
NN 9009,Spotted cows,232,222,200
NN 9010,Eastern masalas,213,203,174
NN 9011,Finely dusted,208,194,165
NN 9012,Parmesan for you?,184,170,143
NN 9013,Afternoon brown,187,168,129
NN 9014,Silky spaniel ears,166,144,96
NN 9015,Follow the bread crumbs,138,120,93
NN 9016,Lost in Lisbon,220,211,195
NN 9017,Mediterranean summer,216,203,182
NN 9018,Mexican aesthetic,204,189,167
NN 9019,Tea leaf study,200,185,160
NN 9020,Chettinad home,186,171,145
NN 9021,My bit of morning,170,152,127
NN 9022,Jacket potatoes,153,138,116
NN 9023,Art Deco library,121,106,90
NN 9024,Dusty dove,242,236,225
NN 9025,A morning person,232,225,211
NN 9026,Not before coffee,224,213,197
NN 9027,11 am meetings,206,192,172
NN 9028,Apartment hunting,183,161,131
NN 9029,Windswept leaves,172,154,128
NN 9030,Laughingthrushes,164,141,107
NN 9031,Solid sandcastles,157,131,95
NN 9032,Jasmine offerings,229,220,193
NN 9033,Good morning kisses,234,220,193
NN 9034,Bananas on toast,230,212,180
NN 9035,Small town charm,191,165,122
NN 9036,Honey butter toast,182,156,121
NN 9037,A shy deer,177,149,112
